Timestamp,Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Inclinometer (deg),Extensometer (mm),Piezometer (kPa),Event Type
2025-11-27 23:11:41,0.341,0.134,9.761,30.28,1.23,115.3,Normal
2025-11-27 23:41:41,0.158,0.123,9.819,18.64,2.41,148.0,Normal
2025-11-28 00:11:41,0.19,0.135,9.731,13.74,3.98,127.4,Normal
2025-11-28 00:41:41,0.36,0.314,9.748,13.28,3.54,113.6,Normal
2025-11-28 01:11:41,0.129,0.278,9.9,16.35,3.58,118.9,Normal
2025-11-28 01:41:41,0.27,0.363,9.77,10.19,3.38,99.2,Normal
2025-11-28 02:11:41,0.272,0.15,9.788,18.18,0.59,145.8,Normal
2025-11-28 02:41:41,0.272,0.431,9.894,31.2,2.56,138.4,Normal
2025-11-28 03:11:41,0.129,0.275,9.814,29.37,2.84,114.8,Normal
2025-11-28 03:41:41,0.3,0.211,9.737,13.22,1.36,126.0,Normal
2025-11-28 04:11:41,0.204,0.085,9.81,12.89,3.16,95.8,Normal
2025-11-28 04:41:41,0.147,0.423,9.904,16.72,1.95,100.0,Normal
2025-11-28 05:11:41,0.345,0.135,9.874,28.93,2.91,123.8,Normal
2025-11-28 05:41:41,0.232,0.316,9.746,33.09,1.78,107.9,Normal
2025-11-28 06:11:41,0.145,0.163,9.813,12.86,1.58,134.9,Normal
2025-11-28 06:41:41,0.101,0.203,9.768,16.05,1.1,119.2,Normal
2025-11-28 07:11:41,0.155,0.364,9.803,18.99,3.64,141.0,Normal
2025-11-28 07:41:41,0.081,0.359,9.932,16.51,3.95,114.6,Normal
2025-11-28 08:11:41,0.395,0.347,9.724,28.25,2.55,103.8,Normal
2025-11-28 08:41:41,0.301,0.386,9.907,26.27,1.87,133.6,Normal
2025-11-28 09:11:41,0.25,0.198,9.788,20.9,0.41,113.8,Normal
2025-11-28 09:41:41,0.402,0.437,9.724,18.73,0.88,134.8,Normal
2025-11-28 10:11:41,0.187,0.442,9.932,19.02,1.87,131.6,Normal
2025-11-28 10:41:41,0.41,0.321,9.845,22.25,0.51,115.8,Normal
2025-11-28 11:11:41,0.22,0.211,9.706,29.02,0.27,147.3,Normal
2025-11-28 11:41:41,0.091,0.061,9.801,25.23,2.31,116.1,Normal
2025-11-28 12:11:41,0.264,0.2,9.88,31.18,3.89,144.8,Normal
2025-11-28 12:41:41,0.298,0.254,9.818,27.79,2.09,112.4,Normal
2025-11-28 13:11:41,0.353,0.283,9.894,15.65,3.12,101.7,Normal
2025-11-28 13:41:41,0.446,0.276,9.862,19.64,2.14,105.1,Normal
2025-11-28 14:11:41,0.349,0.158,9.711,23.01,3.15,96.2,Normal
2025-11-28 14:41:41,0.193,0.407,9.934,15.04,3.18,119.0,Normal
2025-11-28 15:11:41,0.237,0.311,9.756,15.45,1.27,103.1,Normal
2025-11-28 15:41:41,0.371,0.418,9.836,30.12,1.26,134.6,Normal
2025-11-28 16:11:41,0.283,0.087,9.808,33.2,3.77,103.2,Normal
2025-11-28 16:41:41,0.342,0.14,9.83,11.03,1.56,146.5,Normal
2025-11-28 17:11:41,0.419,0.306,9.831,12.25,3.01,96.9,Normal
2025-11-28 17:41:41,0.174,0.413,9.924,12.71,3.04,96.1,Normal
2025-11-28 18:11:41,0.422,0.329,9.813,16.28,1.7,144.5,Normal
2025-11-28 18:41:41,0.404,0.41,9.89,17.6,2.48,119.8,Normal
2025-11-28 19:11:41,0.379,0.394,9.849,26.03,3.63,118.6,Normal
2025-11-28 19:41:41,0.265,0.144,9.882,11.76,0.21,95.8,Normal
2025-11-28 20:11:41,0.087,0.315,9.9,21.07,1.82,123.8,Normal
2025-11-28 20:41:41,0.404,0.246,9.871,13.2,1.0,95.3,Normal
2025-11-28 21:11:41,0.332,0.384,9.944,18.78,2.74,112.2,Normal
2025-11-28 21:41:41,0.263,0.073,9.922,33.08,3.99,121.6,Normal
2025-11-28 22:11:41,0.36,0.282,9.751,29.39,3.08,109.9,Normal
2025-11-28 22:41:41,0.133,0.085,9.853,20.07,0.22,131.0,Normal
2025-11-28 23:11:41,0.142,0.184,9.788,17.78,0.63,132.8,Normal
2025-11-28 23:41:41,0.408,0.284,9.78,33.4,3.12,128.5,Normal
2025-11-29 00:11:41,0.065,0.071,9.909,28.28,1.27,129.9,Normal
2025-11-29 00:41:41,0.143,0.423,9.945,13.0,3.73,116.0,Normal
2025-11-29 01:11:41,0.382,0.172,9.897,24.65,0.97,124.1,Normal
2025-11-29 01:41:41,0.185,0.335,9.828,21.11,2.21,137.1,Normal
2025-11-29 02:11:41,0.245,0.229,9.848,17.87,2.15,112.1,Normal
2025-11-29 02:41:41,0.16,0.432,9.745,25.39,0.69,107.4,Normal
2025-11-29 03:11:41,0.212,0.383,9.922,30.49,3.96,111.5,Normal
2025-11-29 03:41:41,0.348,0.383,9.92,19.01,1.6,152.2,Normal
2025-11-29 04:11:41,0.072,0.388,9.893,27.11,1.96,99.3,Normal
2025-11-29 04:41:41,0.215,0.197,9.911,25.24,2.29,95.2,Normal
2025-11-29 05:11:41,0.317,0.057,9.762,20.13,3.09,109.8,Normal
2025-11-29 05:41:41,0.202,0.379,9.867,12.82,2.49,121.6,Normal
2025-11-29 06:11:41,0.413,0.063,9.783,10.22,3.75,138.3,Normal
2025-11-29 06:41:41,0.357,0.186,9.763,33.94,2.52,111.8,Normal
2025-11-29 07:11:41,0.071,0.378,9.76,25.72,2.74,135.0,Normal
2025-11-29 07:41:41,0.374,0.129,9.741,10.52,1.24,101.0,Normal
2025-11-29 08:11:41,0.169,0.248,9.857,27.05,3.53,150.9,Normal
2025-11-29 08:41:41,0.055,0.15,9.881,28.24,3.86,152.9,Normal
2025-11-29 09:11:41,0.136,0.426,9.929,24.58,2.38,96.4,Normal
2025-11-29 09:41:41,0.289,0.244,9.845,20.2,1.02,117.2,Normal
2025-11-29 10:11:41,0.426,0.128,9.739,30.09,1.28,114.7,Normal
2025-11-29 10:41:41,0.36,0.108,9.862,19.34,3.42,112.6,Normal
2025-11-29 11:11:41,0.121,0.302,9.727,18.77,2.86,108.8,Normal
2025-11-29 11:41:41,0.124,0.175,9.74,14.86,1.91,130.6,Normal
2025-11-29 12:11:41,0.16,0.173,9.809,23.69,2.44,148.9,Normal
2025-11-29 12:41:41,0.338,0.057,9.927,29.96,0.8,114.8,Normal
2025-11-29 13:11:41,0.057,0.364,9.804,25.87,3.83,111.4,Normal
2025-11-29 13:41:41,0.238,0.438,9.92,15.93,0.94,135.8,Normal
2025-11-29 14:11:41,0.215,0.33,9.751,24.64,1.84,108.5,Normal
2025-11-29 14:41:41,0.117,0.325,9.944,26.76,2.56,152.3,Normal
2025-11-29 15:11:41,0.408,0.286,9.87,30.67,3.83,104.5,Normal
2025-11-29 15:41:41,0.14,0.408,9.822,23.31,3.41,154.9,Normal
2025-11-29 16:11:41,0.347,0.42,9.816,24.95,1.93,146.0,Normal
2025-11-29 16:41:41,0.408,0.136,9.74,28.57,3.64,144.1,Normal
2025-11-29 17:11:41,0.356,0.069,9.843,24.15,2.83,115.0,Normal
2025-11-29 17:41:41,0.294,0.421,9.937,23.92,0.92,111.7,Normal
2025-11-29 18:11:41,0.105,0.444,9.711,27.04,1.27,148.2,Normal
2025-11-29 18:41:41,0.231,0.268,9.936,17.42,2.32,117.1,Normal
2025-11-29 19:11:41,0.32,0.312,9.734,17.24,2.67,135.1,Normal
2025-11-29 19:41:41,0.294,0.056,9.836,21.51,3.71,107.5,Normal
2025-11-29 20:11:41,0.232,0.127,9.763,14.23,1.23,133.8,Normal
2025-11-29 20:41:41,0.174,0.448,9.789,19.35,2.81,128.0,Normal
2025-11-29 21:11:41,0.116,0.226,9.877,30.83,3.87,141.5,Normal
2025-11-29 21:41:41,0.211,0.363,9.704,34.24,3.25,141.1,Normal
2025-11-29 22:11:41,0.139,0.426,9.872,14.75,1.88,124.0,Normal
2025-11-29 22:41:41,0.077,0.172,9.897,26.48,2.04,149.3,Normal
2025-11-29 23:11:41,0.158,0.417,9.715,32.36,3.62,115.3,Normal
2025-11-29 23:41:41,0.119,0.264,9.769,33.76,1.39,142.3,Normal
2025-11-30 00:11:41,0.224,0.231,9.857,23.02,2.39,137.2,Normal
2025-11-30 00:41:41,0.217,0.137,9.945,10.61,0.29,149.0,Normal
2025-11-30 01:11:41,0.346,0.083,9.824,31.31,1.79,135.6,Normal
2025-11-30 01:41:41,0.317,0.313,9.704,17.92,2.37,148.9,Normal
2025-11-30 02:11:41,0.13,0.439,9.872,24.88,2.56,122.7,Normal
2025-11-30 02:41:41,0.42,0.439,9.941,33.79,2.22,105.5,Normal
2025-11-30 03:11:41,0.166,0.18,9.858,11.67,1.78,95.5,Normal
2025-11-30 03:41:41,0.158,0.444,9.888,20.31,0.27,154.6,Normal
2025-11-30 04:11:41,0.429,0.224,9.712,32.79,1.21,101.2,Normal
2025-11-30 04:41:41,0.169,0.303,9.923,15.27,0.48,147.8,Normal
2025-11-30 05:11:41,0.247,0.293,9.823,29.59,2.95,117.9,Normal
2025-11-30 05:41:41,0.136,0.45,9.922,12.26,2.67,111.5,Normal
2025-11-30 06:11:41,0.429,0.375,9.767,10.15,3.43,151.4,Normal
2025-11-30 06:41:41,0.245,0.272,9.89,27.09,0.93,127.7,Normal
2025-11-30 07:11:41,0.079,0.113,9.947,15.44,0.87,101.5,Normal
2025-11-30 07:41:41,0.345,0.167,9.754,34.16,3.46,146.5,Normal
2025-11-30 08:11:41,0.389,0.359,9.736,15.67,0.55,116.4,Normal
2025-11-30 08:41:41,0.289,0.064,9.88,34.44,3.67,100.9,Normal
2025-11-30 09:11:41,0.275,0.239,9.766,14.08,2.83,99.8,Normal
2025-11-30 09:41:41,0.126,0.159,9.82,18.66,0.52,97.2,Normal
2025-11-30 10:11:41,0.398,0.312,9.743,27.72,2.57,146.0,Normal
2025-11-30 10:41:41,0.079,0.198,9.913,13.0,2.75,98.0,Normal
2025-11-30 11:11:41,0.131,0.103,9.754,30.49,2.36,102.8,Normal
2025-11-30 11:41:41,0.417,0.229,9.728,18.94,1.78,132.8,Normal
2025-11-30 12:11:41,0.445,0.097,9.895,17.68,3.81,130.1,Normal
2025-11-30 12:41:41,0.092,0.09,9.729,15.7,3.16,134.8,Normal
2025-11-30 13:11:41,0.337,0.084,9.803,19.46,3.65,129.5,Normal
2025-11-30 13:41:41,0.168,0.391,9.767,34.34,2.8,110.7,Normal
2025-11-30 14:11:41,0.131,0.154,9.85,23.87,3.7,142.2,Normal
2025-11-30 14:41:41,0.417,0.263,9.812,23.74,2.24,135.5,Normal
2025-11-30 15:11:41,0.266,0.061,9.801,25.23,0.38,117.1,Normal
2025-11-30 15:41:41,0.062,0.361,9.803,12.1,0.33,131.9,Normal
2025-11-30 16:11:41,0.361,0.442,9.728,11.6,1.27,112.3,Normal
2025-11-30 16:41:41,0.161,0.061,9.727,24.08,3.43,132.5,Normal
2025-11-30 17:11:41,0.374,0.282,9.79,12.05,3.31,107.8,Normal
2025-11-30 17:41:41,0.341,0.116,9.718,25.18,2.57,96.1,Normal
2025-11-30 18:11:41,0.288,0.371,9.798,10.49,2.27,127.2,Normal
2025-11-30 18:41:41,0.276,0.166,9.753,32.59,3.97,138.6,Normal
2025-11-30 19:11:41,0.277,0.417,9.84,14.7,0.45,103.3,Normal
2025-11-30 19:41:41,0.058,0.401,9.803,27.56,3.33,98.5,Normal
2025-11-30 20:11:41,0.107,0.358,9.808,16.21,3.82,153.6,Normal
2025-11-30 20:41:41,0.26,0.417,9.856,30.88,3.0,140.1,Normal
2025-11-30 21:11:41,0.167,0.261,9.908,33.93,1.2,101.9,Normal
2025-11-30 21:41:41,0.386,0.098,9.749,32.96,0.23,110.0,Normal
2025-11-30 22:11:41,0.149,0.096,9.704,11.24,0.72,133.3,Normal
2025-11-30 22:41:41,0.419,0.416,9.794,20.41,1.9,134.1,Normal
2025-11-30 23:11:41,0.192,0.371,9.805,14.41,3.99,127.6,Normal
2025-11-30 23:41:41,0.092,0.311,9.721,30.63,0.62,150.2,Normal
2025-12-01 00:11:41,0.45,0.088,9.948,31.14,1.36,103.2,Normal
2025-12-01 00:41:41,0.163,0.261,9.915,12.05,0.37,147.2,Normal
2025-12-01 01:11:41,0.266,0.342,9.892,25.39,2.88,113.0,Normal
2025-12-01 01:41:41,0.433,0.099,9.897,23.85,3.24,144.0,Normal
2025-12-01 02:11:41,0.116,0.105,9.875,25.03,2.96,145.2,Normal
2025-12-01 02:41:41,0.377,0.155,9.837,10.71,3.01,125.4,Normal
2025-12-01 03:11:41,0.246,0.085,9.838,28.58,3.25,120.0,Normal
2025-12-01 03:41:41,0.185,0.164,9.744,33.16,0.21,95.4,Normal
2025-12-01 04:11:41,0.145,0.142,9.789,26.77,2.25,120.3,Normal
2025-12-01 04:41:41,0.438,0.22,9.702,19.23,2.0,100.0,Normal
2025-12-01 05:11:41,0.224,0.181,9.862,33.39,3.48,119.4,Normal
2025-12-01 05:41:41,0.3,0.283,9.907,28.2,3.43,146.9,Normal
2025-12-01 06:11:41,0.272,0.438,9.816,33.36,2.38,127.3,Normal
2025-12-01 06:41:41,0.138,0.057,9.831,22.02,3.15,139.0,Normal
2025-12-01 07:11:41,0.15,0.165,9.873,27.48,2.65,122.2,Normal
2025-12-01 07:41:41,0.268,0.345,9.836,13.96,2.93,129.5,Normal
2025-12-01 08:11:41,0.059,0.322,9.749,23.76,0.36,142.4,Normal
2025-12-01 08:41:41,0.133,0.314,9.744,13.72,0.77,147.7,Normal
2025-12-01 09:11:41,0.171,0.448,9.925,31.8,0.31,122.0,Normal
2025-12-01 09:41:41,0.19,0.346,9.786,10.41,3.83,142.0,Normal
2025-12-01 10:11:41,0.236,0.2,9.882,20.6,1.25,125.3,Normal
2025-12-01 10:41:41,0.321,0.4,9.899,25.18,2.86,113.7,Normal
2025-12-01 11:11:41,0.253,0.344,9.923,32.85,0.39,97.2,Normal
2025-12-01 11:41:41,0.173,0.212,9.807,14.06,2.99,128.9,Normal
2025-12-01 12:11:41,0.183,0.394,9.8,26.18,0.42,122.0,Normal
2025-12-01 12:41:41,0.087,0.182,9.79,24.53,3.59,137.7,Normal
2025-12-01 13:11:41,0.21,0.073,9.796,20.04,3.27,135.9,Normal
2025-12-01 13:41:41,0.357,0.249,9.754,15.2,3.88,103.6,Normal
2025-12-01 14:11:41,0.439,0.116,9.923,29.44,2.32,133.0,Normal
2025-12-01 14:41:41,0.099,0.075,9.794,31.1,2.12,148.8,Normal
2025-12-01 15:11:41,0.218,0.199,9.893,31.15,2.68,109.5,Normal
2025-12-01 15:41:41,0.42,0.207,9.763,34.32,1.57,128.6,Normal
2025-12-01 16:11:41,0.345,0.275,9.809,19.07,2.49,133.0,Normal
2025-12-01 16:41:41,0.32,0.106,9.762,25.12,2.06,148.7,Normal
2025-12-01 17:11:41,0.171,0.198,9.786,24.22,2.19,95.1,Normal
2025-12-01 17:41:41,0.173,0.263,9.787,30.07,0.4,143.4,Normal
2025-12-01 18:11:41,0.291,0.418,9.816,34.75,2.17,148.7,Normal
2025-12-01 18:41:41,0.05,0.369,9.85,22.86,1.52,134.5,Normal
2025-12-01 19:11:41,0.333,0.433,9.896,19.61,1.45,133.7,Normal
2025-12-01 19:41:41,0.118,0.395,9.753,15.2,3.38,122.2,Normal
2025-12-01 20:11:41,0.205,0.446,9.818,26.58,2.83,145.2,Normal
2025-12-01 20:41:41,0.143,0.234,9.752,16.44,1.05,107.2,Normal
2025-12-01 21:11:41,0.293,0.432,9.78,34.74,0.97,116.2,Normal
2025-12-01 21:41:41,0.256,0.221,9.816,17.42,1.79,142.8,Normal
2025-12-01 22:11:41,0.203,0.091,9.879,20.2,3.11,150.4,Normal
2025-12-01 22:41:41,0.962,1.169,8.833,43.4,7.64,145.9,High Risk
2025-12-01 23:11:41,0.13,0.283,9.941,16.82,3.69,106.0,Normal
2025-12-01 23:41:41,0.319,0.2,9.786,20.27,1.54,132.8,Normal
2025-12-02 00:11:41,0.112,0.187,9.779,25.25,2.45,101.6,Normal
2025-12-02 00:41:41,0.135,0.348,9.79,28.12,2.91,131.3,Normal
2025-12-02 01:11:41,0.329,0.164,9.885,31.16,0.66,133.4,Normal
2025-12-02 01:41:41,0.054,0.369,9.922,12.92,0.73,142.9,Normal
2025-12-02 02:11:41,0.438,0.273,9.868,19.95,3.33,110.2,Normal
2025-12-02 02:41:41,0.431,0.304,9.818,27.71,1.09,109.5,Normal
2025-12-02 03:11:41,0.11,0.201,9.896,11.2,3.48,149.5,Normal
2025-12-02 03:41:41,0.293,0.078,9.95,19.14,2.65,108.6,Normal
2025-12-02 04:11:41,0.412,0.287,9.715,25.0,3.79,112.7,Normal
2025-12-02 04:41:41,0.294,0.071,9.753,11.91,3.32,120.9,Normal
2025-12-02 05:11:41,0.383,0.146,9.789,33.21,2.75,104.5,Normal
2025-12-02 05:41:41,0.216,0.305,9.762,26.64,1.64,121.0,Normal
2025-12-02 06:11:41,0.158,0.377,9.762,13.26,2.72,122.9,Normal
2025-12-02 06:41:41,0.199,0.11,9.904,30.61,1.49,147.1,Normal
2025-12-02 07:11:41,0.44,0.265,9.864,15.39,3.59,130.6,Normal
2025-12-02 07:41:41,0.358,0.232,9.731,16.17,3.02,104.6,Normal
2025-12-02 08:11:41,0.308,0.205,9.708,16.64,1.31,112.0,Normal
2025-12-02 08:41:41,0.418,0.407,9.756,10.43,1.86,129.5,Normal
2025-12-02 09:11:41,0.116,0.285,9.896,33.54,2.86,150.7,Normal
2025-12-02 09:41:41,0.302,0.28,9.787,32.43,2.68,150.4,Normal
2025-12-02 10:11:41,0.178,0.197,9.941,32.48,1.93,111.7,Normal
2025-12-02 10:41:41,0.067,0.266,9.824,10.32,1.86,111.4,Normal
2025-12-02 11:11:41,0.052,0.279,9.825,11.54,1.08,136.3,Normal
2025-12-02 11:41:41,0.268,0.279,9.827,34.93,0.24,130.7,Normal
2025-12-02 12:11:41,0.233,0.293,9.768,33.21,1.01,145.8,Normal
2025-12-02 12:41:41,0.394,0.409,9.873,19.72,0.77,130.3,Normal
2025-12-02 13:11:41,0.311,0.296,9.792,12.23,3.95,113.8,Normal
2025-12-02 13:41:41,0.073,0.449,9.936,22.07,0.29,144.1,Normal
2025-12-02 14:11:41,0.089,0.249,9.926,28.63,3.9,138.6,Normal
2025-12-02 14:41:41,0.103,0.21,9.779,13.19,1.64,130.6,Normal
2025-12-02 15:11:41,0.223,0.095,9.793,26.13,2.71,98.7,Normal
2025-12-02 15:41:41,0.214,0.315,9.728,14.12,3.36,110.8,Normal
2025-12-02 16:11:41,0.32,0.241,9.824,11.23,2.04,122.5,Normal
2025-12-02 16:41:41,0.223,0.231,9.724,12.18,3.18,147.8,Normal
2025-12-02 17:11:41,0.071,0.194,9.777,31.49,2.43,132.3,Normal
2025-12-02 17:41:41,0.081,0.36,9.868,23.74,0.23,111.0,Normal
2025-12-02 18:11:41,0.135,0.301,9.834,11.18,0.51,148.1,Normal
2025-12-02 18:41:41,0.206,0.208,9.764,12.17,2.12,150.2,Normal
2025-12-02 19:11:41,0.072,0.212,9.888,19.49,0.3,99.1,Normal
2025-12-02 19:41:41,0.363,0.1,9.823,22.81,1.12,143.1,Normal
2025-12-02 20:11:41,0.284,0.275,9.867,22.71,1.77,112.8,Normal
2025-12-02 20:41:41,0.374,0.416,9.799,15.6,0.34,121.1,Normal
2025-12-02 21:11:41,0.397,0.331,9.856,31.3,3.34,104.9,Normal
2025-12-02 21:41:41,0.404,0.201,9.737,27.01,2.95,109.2,Normal
2025-12-02 22:11:41,0.33,0.324,9.716,13.86,3.69,133.9,Normal
2025-12-02 22:41:41,0.203,0.175,9.745,12.6,2.61,149.6,Normal
2025-12-02 23:11:41,0.232,0.408,9.948,10.79,0.89,119.9,Normal
2025-12-02 23:41:41,0.083,0.267,9.86,16.69,2.15,96.4,Normal
2025-12-03 00:11:41,0.224,0.227,9.703,34.23,1.62,113.2,Normal
2025-12-03 00:41:41,0.253,0.139,9.924,17.51,2.0,116.0,Normal
2025-12-03 01:11:41,0.066,0.163,9.86,22.32,1.63,146.9,Normal
2025-12-03 01:41:41,0.238,0.184,9.729,17.46,1.58,125.5,Normal
2025-12-03 02:11:41,0.203,0.167,9.738,29.79,2.29,134.8,Normal
2025-12-03 02:41:41,0.276,0.322,9.917,18.16,1.29,153.3,Normal
2025-12-03 03:11:41,0.401,0.103,9.902,20.14,3.22,105.0,Normal
2025-12-03 03:41:41,0.367,0.336,9.859,10.69,1.96,114.5,Normal
2025-12-03 04:11:41,0.376,0.27,9.913,15.73,1.76,146.7,Normal
2025-12-03 04:41:41,0.122,0.18,9.944,21.19,3.05,111.9,Normal
2025-12-03 05:11:41,0.421,0.205,9.812,30.57,4.0,151.2,Normal
2025-12-03 05:41:41,0.152,0.423,9.933,29.28,3.36,144.2,Normal
2025-12-03 06:11:41,0.313,0.143,9.919,16.81,0.83,121.3,Normal
2025-12-03 06:41:41,0.382,0.081,9.937,13.54,1.55,101.0,Normal
2025-12-03 07:11:41,0.377,0.315,9.895,34.41,1.56,114.1,Normal
2025-12-03 07:41:41,0.18,0.285,9.773,33.25,4.0,99.5,Normal
2025-12-03 08:11:41,0.395,0.194,9.744,29.94,1.18,121.9,Normal
2025-12-03 08:41:41,0.111,0.27,9.861,12.9,1.09,152.2,Normal
2025-12-03 09:11:41,0.274,0.074,9.709,30.17,3.07,137.3,Normal
2025-12-03 09:41:41,0.199,0.089,9.757,21.55,1.81,100.1,Normal
2025-12-03 10:11:41,0.217,0.117,9.765,24.45,1.61,102.6,Normal
2025-12-03 10:41:41,0.25,0.425,9.733,15.65,1.09,152.2,Normal
2025-12-03 11:11:41,0.376,0.094,9.93,29.05,2.8,104.5,Normal
2025-12-03 11:41:41,0.22,0.159,9.776,22.83,0.62,137.7,Normal
2025-12-03 12:11:41,0.115,0.354,9.823,28.13,1.96,124.2,Normal
2025-12-03 12:41:41,0.276,0.201,9.846,19.98,3.33,147.8,Normal
2025-12-03 13:11:41,0.107,0.205,9.918,24.4,2.52,148.9,Normal
2025-12-03 13:41:41,0.279,0.061,9.812,33.16,3.34,149.6,Normal
2025-12-03 14:11:41,0.16,0.241,9.756,33.06,3.58,97.4,Normal
2025-12-03 14:41:41,0.103,0.289,9.947,26.46,2.6,100.7,Normal
2025-12-03 15:11:41,0.135,0.118,9.864,17.55,2.21,119.4,Normal
2025-12-03 15:41:41,0.098,0.258,9.906,28.22,0.37,119.0,Normal
2025-12-03 16:11:41,0.209,0.274,9.887,31.58,2.81,137.0,Normal
2025-12-03 16:41:41,0.206,0.24,9.838,32.15,2.06,140.0,Normal
2025-12-03 17:11:41,0.154,0.417,9.887,15.06,2.34,127.4,Normal
2025-12-03 17:41:41,0.329,0.079,9.795,14.43,1.17,154.1,Normal
2025-12-03 18:11:41,0.323,0.111,9.906,27.9,1.1,134.8,Normal
2025-12-03 18:41:41,0.218,0.256,9.936,25.91,1.13,142.4,Normal
2025-12-03 19:11:41,0.161,0.204,9.804,18.28,2.63,120.3,Normal
2025-12-03 19:41:41,0.213,0.144,9.706,13.69,2.0,107.5,Normal
2025-12-03 20:11:41,0.184,0.085,9.739,18.57,2.86,108.4,Normal
2025-12-03 20:41:41,0.089,0.144,9.887,27.73,2.71,100.5,Normal
2025-12-03 21:11:41,0.177,0.325,9.735,32.36,2.26,151.7,Normal
2025-12-03 21:41:41,0.087,0.106,9.72,26.62,1.84,115.9,Normal
2025-12-03 22:11:41,0.404,0.284,9.717,27.23,3.14,134.6,Normal
2025-12-03 22:41:41,0.412,0.441,9.785,31.74,1.3,134.5,Normal
2025-12-03 23:11:41,0.399,0.189,9.905,28.86,3.74,129.1,Normal
2025-12-03 23:41:41,0.158,0.133,9.943,29.45,0.85,141.6,Normal
2025-12-04 00:11:41,0.44,0.251,9.846,13.09,3.63,113.7,Normal
2025-12-04 00:41:41,0.296,0.069,9.819,10.85,2.15,119.3,Normal
2025-12-04 01:11:41,0.337,0.052,9.738,25.14,3.71,125.1,Normal
2025-12-04 01:41:41,0.283,0.236,9.917,17.1,2.33,117.9,Normal
2025-12-04 02:11:41,0.23,0.205,9.832,10.92,2.19,133.5,Normal
2025-12-04 02:41:41,0.241,0.132,9.827,32.98,1.85,129.1,Normal
2025-12-04 03:11:41,0.169,0.122,9.815,13.54,0.89,100.7,Normal
2025-12-04 03:41:41,0.198,0.198,9.714,26.69,3.58,97.1,Normal
2025-12-04 04:11:41,0.169,0.273,9.746,11.13,1.44,124.7,Normal
2025-12-04 04:41:41,0.086,0.184,9.929,18.01,1.94,97.4,Normal
2025-12-04 05:11:41,0.15,0.246,9.822,23.94,1.06,144.3,Normal
2025-12-04 05:41:41,0.196,0.227,9.734,12.53,3.57,140.8,Normal
2025-12-04 06:11:41,0.134,0.38,9.705,17.98,3.81,99.2,Normal
2025-12-04 06:41:41,0.073,0.207,9.869,33.94,1.37,128.7,Normal
2025-12-04 07:11:41,0.429,0.242,9.799,19.21,2.21,146.2,Normal
2025-12-04 07:41:41,0.429,0.322,9.849,13.98,3.96,132.9,Normal
2025-12-04 08:11:41,0.367,0.14,9.833,24.08,1.19,134.4,Normal
2025-12-04 08:41:41,0.434,0.379,9.719,30.03,1.67,104.8,Normal
2025-12-04 09:11:41,0.135,0.32,9.745,13.39,2.94,133.9,Normal
2025-12-04 09:41:41,0.342,0.334,9.782,21.02,2.29,108.4,Normal
2025-12-04 10:11:41,0.362,0.058,9.889,18.01,3.65,99.6,Normal
2025-12-04 10:41:41,0.35,0.195,9.741,34.88,1.68,124.8,Normal
2025-12-04 11:11:41,0.161,0.206,9.923,33.23,0.34,126.0,Normal
2025-12-04 11:41:41,0.412,0.256,9.922,12.7,2.75,129.2,Normal
2025-12-04 12:11:41,0.327,0.212,9.791,28.98,3.77,113.2,Normal
2025-12-04 12:41:41,0.224,0.347,9.751,15.61,3.12,135.1,Normal
2025-12-04 13:11:41,0.2,0.266,9.892,13.02,3.5,115.1,Normal
2025-12-04 13:41:41,0.401,0.372,9.737,27.93,2.4,119.8,Normal
2025-12-04 14:11:41,0.178,0.38,9.787,17.76,2.32,125.2,Normal
2025-12-04 14:41:41,0.341,0.179,9.726,26.64,0.7,120.7,Normal
2025-12-04 15:11:41,0.185,0.163,9.889,19.11,3.97,139.2,Normal
2025-12-04 15:41:41,0.428,0.442,9.755,24.15,0.59,142.8,Normal
2025-12-04 16:11:41,0.206,0.08,9.742,25.32,0.31,120.3,Normal
2025-12-04 16:41:41,0.179,0.444,9.914,20.93,3.14,117.3,Normal
2025-12-04 17:11:41,0.228,0.267,9.741,13.4,2.34,96.0,Normal
2025-12-04 17:41:41,0.389,0.085,9.881,23.94,3.78,148.0,Normal
2025-12-04 18:11:41,0.312,0.086,9.914,30.06,1.51,113.0,Normal
2025-12-04 18:41:41,0.429,0.207,9.82,17.48,1.33,110.1,Normal
2025-12-04 19:11:41,0.291,0.358,9.739,18.73,1.92,135.3,Normal
2025-12-04 19:41:41,0.08,0.411,9.94,20.04,3.49,126.3,Normal
2025-12-04 20:11:41,0.148,0.316,9.863,30.52,0.57,123.1,Normal
2025-12-04 20:41:41,0.053,0.351,9.932,23.91,0.79,144.2,Normal
2025-12-04 21:11:41,0.405,0.369,9.833,29.51,1.0,99.7,Normal
2025-12-04 21:41:41,0.431,0.146,9.916,33.81,2.67,109.7,Normal
2025-12-04 22:11:41,0.111,0.247,9.851,31.67,1.34,101.1,Normal
2025-12-04 22:41:41,0.119,0.431,9.878,17.01,1.81,124.4,Normal
2025-12-04 23:11:41,0.261,0.163,9.9,32.97,2.66,152.7,Normal
2025-12-04 23:41:41,0.075,0.223,9.941,21.48,3.84,127.2,Normal
2025-12-05 00:11:41,0.244,0.24,9.784,31.48,2.98,122.8,Normal
