timestamp,level,message
2025-12-17T03:35:36.315892,normal,Rockfall risk is NORMAL (27.5%)
2025-12-17T03:35:41.354299,normal,Rockfall risk is NORMAL (33.9%)
2025-12-17T03:35:46.398438,normal,Rockfall risk is NORMAL (32.0%)
2025-12-17T03:35:51.444055,normal,Rockfall risk is NORMAL (28.7%)
2025-12-17T03:35:56.484420,normal,Rockfall risk is NORMAL (32.3%)
2025-12-17T03:36:01.525529,normal,Rockfall risk is NORMAL (30.3%)
2025-12-17T03:36:06.571127,normal,Rockfall risk is NORMAL (26.2%)
2025-12-17T03:36:11.613924,normal,Rockfall risk is NORMAL (30.5%)
2025-12-17T03:36:16.650724,normal,Rockfall risk is NORMAL (31.0%)
2025-12-17T03:36:21.691860,normal,Rockfall risk is NORMAL (32.8%)
2025-12-17T03:36:26.735597,normal,Rockfall risk is NORMAL (30.4%)
2025-12-17T03:36:31.779205,normal,Rockfall risk is NORMAL (33.2%)
2025-12-17T03:36:36.815664,normal,Rockfall risk is NORMAL (31.1%)
2025-12-17T03:36:41.854789,normal,Rockfall risk is NORMAL (34.1%)
2025-12-17T03:36:46.893947,normal,Rockfall risk is NORMAL (31.9%)
2025-12-17T03:36:51.932305,normal,Rockfall risk is NORMAL (28.5%)
2025-12-17T03:36:56.973428,normal,Rockfall risk is NORMAL (34.1%)
2025-12-17T03:37:02.011736,normal,Rockfall risk is NORMAL (28.8%)
2025-12-17T03:37:07.054408,normal,Rockfall risk is NORMAL (25.4%)
2025-12-17T03:37:12.097302,normal,Rockfall risk is NORMAL (32.4%)
2025-12-17T03:37:17.140559,normal,Rockfall risk is NORMAL (28.1%)
2025-12-17T03:37:22.184001,normal,Rockfall risk is NORMAL (29.5%)
2025-12-17T03:37:27.224993,normal,Rockfall risk is NORMAL (33.4%)
2025-12-17T03:37:32.264947,normal,Rockfall risk is NORMAL (34.2%)
2025-12-17T03:37:37.299481,normal,Rockfall risk is NORMAL (28.6%)
2025-12-17T03:37:42.341423,normal,Rockfall risk is NORMAL (28.7%)
2025-12-17T03:37:47.381555,normal,Rockfall risk is NORMAL (26.4%)
2025-12-17T03:37:52.424431,normal,Rockfall risk is NORMAL (32.5%)
2025-12-17T03:37:57.462336,normal,Rockfall risk is NORMAL (30.4%)
2025-12-17T03:38:02.497864,normal,Rockfall risk is NORMAL (25.9%)
2025-12-17T03:38:07.534268,normal,Rockfall risk is NORMAL (29.6%)
2025-12-17T03:38:12.586741,normal,Rockfall risk is NORMAL (32.5%)
2025-12-17T03:38:17.620930,normal,Rockfall risk is NORMAL (29.5%)
2025-12-17T03:38:22.657615,normal,Rockfall risk is NORMAL (25.4%)
2025-12-17T03:38:27.703387,normal,Rockfall risk is NORMAL (29.4%)
2025-12-17T03:38:32.751243,normal,Rockfall risk is NORMAL (33.7%)
2025-12-17T03:38:37.796887,normal,Rockfall risk is NORMAL (30.7%)
2025-12-17T03:38:42.841207,normal,Rockfall risk is NORMAL (34.5%)
2025-12-17T03:38:47.888764,normal,Rockfall risk is NORMAL (29.6%)
2025-12-17T03:38:52.932748,normal,Rockfall risk is NORMAL (34.8%)
2025-12-17T03:38:57.975304,normal,Rockfall risk is NORMAL (29.2%)
2025-12-17T03:39:03.015914,normal,Rockfall risk is NORMAL (28.0%)
2025-12-17T03:39:08.051533,normal,Rockfall risk is NORMAL (28.1%)
2025-12-17T03:39:13.099321,normal,Rockfall risk is NORMAL (33.2%)
2025-12-17T03:39:18.138932,normal,Rockfall risk is NORMAL (34.1%)
2025-12-17T03:39:23.179381,normal,Rockfall risk is NORMAL (27.2%)
2025-12-17T03:39:28.215721,normal,Rockfall risk is NORMAL (26.1%)
2025-12-17T03:39:33.258653,normal,Rockfall risk is NORMAL (25.6%)
2025-12-17T03:39:38.301266,normal,Rockfall risk is NORMAL (34.3%)
2025-12-17T03:39:43.343887,normal,Rockfall risk is NORMAL (32.5%)
2025-12-17T03:39:48.383512,normal,Rockfall risk is NORMAL (29.0%)
2025-12-17T03:39:53.411565,normal,Rockfall risk is NORMAL (30.3%)
2025-12-17T03:39:58.452156,normal,Rockfall risk is NORMAL (27.8%)
2025-12-17T03:40:03.494287,normal,Rockfall risk is NORMAL (32.4%)
2025-12-17T03:40:08.535313,normal,Rockfall risk is NORMAL (31.9%)
2025-12-17T03:40:13.578201,normal,Rockfall risk is NORMAL (25.3%)
2025-12-17T03:40:18.620272,normal,Rockfall risk is NORMAL (26.7%)
2025-12-17T03:40:23.658897,normal,Rockfall risk is NORMAL (29.8%)
2025-12-17T03:40:28.696983,normal,Rockfall risk is NORMAL (27.2%)
2025-12-17T03:40:33.733385,normal,Rockfall risk is NORMAL (28.4%)
2025-12-17T03:40:38.776949,normal,Rockfall risk is NORMAL (26.7%)
2025-12-17T03:40:43.818514,normal,Rockfall risk is NORMAL (31.6%)
2025-12-17T03:40:48.858549,normal,Rockfall risk is NORMAL (28.4%)
2025-12-17T03:40:53.900465,normal,Rockfall risk is NORMAL (29.1%)
2025-12-17T03:40:58.939325,normal,Rockfall risk is NORMAL (30.7%)
2025-12-17T03:41:03.978135,normal,Rockfall risk is NORMAL (29.3%)
2025-12-17T03:41:09.012757,normal,Rockfall risk is NORMAL (34.3%)
2025-12-17T03:41:14.052859,normal,Rockfall risk is NORMAL (28.9%)
2025-12-17T03:41:19.096374,normal,Rockfall risk is NORMAL (32.6%)
2025-12-17T03:41:24.134432,normal,Rockfall risk is NORMAL (31.9%)
2025-12-17T03:41:29.174224,normal,Rockfall risk is NORMAL (33.6%)
2025-12-17T03:41:34.215690,normal,Rockfall risk is NORMAL (28.9%)
2025-12-17T03:41:39.255865,normal,Rockfall risk is NORMAL (25.0%)
2025-12-17T03:41:44.293986,normal,Rockfall risk is NORMAL (32.4%)
2025-12-17T03:41:49.332490,normal,Rockfall risk is NORMAL (32.0%)
2025-12-17T03:41:54.370491,normal,Rockfall risk is NORMAL (33.8%)
2025-12-17T03:41:59.411821,normal,Rockfall risk is NORMAL (32.0%)
2025-12-17T03:42:04.446330,normal,Rockfall risk is NORMAL (25.1%)
2025-12-17T03:42:09.488896,normal,Rockfall risk is NORMAL (27.0%)
2025-12-17T03:42:14.530577,normal,Rockfall risk is NORMAL (33.0%)
2025-12-17T03:42:19.569390,normal,Rockfall risk is NORMAL (25.9%)
2025-12-17T03:42:24.613360,normal,Rockfall risk is NORMAL (28.5%)
2025-12-17T03:42:29.650545,normal,Rockfall risk is NORMAL (34.0%)
2025-12-17T03:42:34.699263,normal,Rockfall risk is NORMAL (32.2%)
2025-12-17T03:42:39.743656,normal,Rockfall risk is NORMAL (26.5%)
2025-12-17T03:42:44.781810,normal,Rockfall risk is NORMAL (27.5%)
2025-12-17T03:42:49.819075,normal,Rockfall risk is NORMAL (31.5%)
2025-12-17T03:42:54.863864,normal,Rockfall risk is NORMAL (28.7%)
2025-12-17T03:42:59.903642,normal,Rockfall risk is NORMAL (25.0%)
2025-12-17T03:43:04.943064,normal,Rockfall risk is NORMAL (28.1%)
2025-12-17T03:43:09.992205,normal,Rockfall risk is NORMAL (34.1%)
2025-12-17T03:43:15.032231,normal,Rockfall risk is NORMAL (30.9%)
2025-12-17T03:43:20.072403,normal,Rockfall risk is NORMAL (31.3%)
2025-12-17T03:43:25.131928,normal,Rockfall risk is NORMAL (34.1%)
2025-12-17T03:43:30.172328,normal,Rockfall risk is NORMAL (33.1%)
2025-12-17T03:43:35.197683,normal,Rockfall risk is NORMAL (27.5%)
2025-12-17T03:43:40.232948,normal,Rockfall risk is NORMAL (31.6%)
2025-12-17T03:43:45.274371,normal,Rockfall risk is NORMAL (27.8%)
2025-12-17T03:43:50.310240,normal,Rockfall risk is NORMAL (30.2%)
2025-12-17T03:43:55.343594,normal,Rockfall risk is NORMAL (33.5%)
2025-12-17T03:44:00.383640,normal,Rockfall risk is NORMAL (28.5%)
2025-12-17T03:44:05.428408,normal,Rockfall risk is NORMAL (31.8%)
2025-12-17T03:44:10.472896,normal,Rockfall risk is NORMAL (33.9%)
2025-12-17T03:44:15.510368,normal,Rockfall risk is NORMAL (31.2%)
2025-12-17T03:44:20.552011,normal,Rockfall risk is NORMAL (34.1%)
2025-12-17T03:44:25.592801,normal,Rockfall risk is NORMAL (30.3%)
2025-12-17T03:44:30.637941,normal,Rockfall risk is NORMAL (25.1%)
2025-12-17T03:44:35.675860,normal,Rockfall risk is NORMAL (28.6%)
2025-12-17T03:44:40.714277,normal,Rockfall risk is NORMAL (29.5%)
2025-12-17T03:44:45.759210,normal,Rockfall risk is NORMAL (34.3%)
2025-12-17T03:44:50.795797,normal,Rockfall risk is NORMAL (28.4%)
2025-12-17T03:44:55.851969,normal,Rockfall risk is NORMAL (26.1%)
2025-12-17T03:45:00.890609,normal,Rockfall risk is NORMAL (30.3%)
2025-12-17T03:45:05.935352,normal,Rockfall risk is NORMAL (30.0%)
2025-12-17T03:45:10.984816,normal,Rockfall risk is NORMAL (31.9%)
2025-12-17T03:45:16.027975,normal,Rockfall risk is NORMAL (27.0%)
2025-12-17T03:45:21.067772,normal,Rockfall risk is NORMAL (27.9%)
2025-12-17T03:45:26.110440,normal,Rockfall risk is NORMAL (31.9%)
2025-12-17T03:45:31.149972,normal,Rockfall risk is NORMAL (28.6%)
2025-12-17T03:45:36.196281,normal,Rockfall risk is NORMAL (33.6%)
2025-12-17T03:45:41.234227,normal,Rockfall risk is NORMAL (29.4%)
2025-12-17T03:45:46.273121,normal,Rockfall risk is NORMAL (31.9%)
2025-12-17T03:45:51.312155,normal,Rockfall risk is NORMAL (31.3%)
2025-12-17T03:45:56.356555,normal,Rockfall risk is NORMAL (27.7%)
2025-12-17T03:46:01.390468,normal,Rockfall risk is NORMAL (29.9%)
2025-12-17T03:46:06.437148,normal,Rockfall risk is NORMAL (31.1%)
2025-12-17T03:46:11.489025,normal,Rockfall risk is NORMAL (34.9%)
2025-12-17T03:46:16.530771,normal,Rockfall risk is NORMAL (30.1%)
2025-12-17T03:46:21.566345,normal,Rockfall risk is NORMAL (32.6%)
2025-12-17T03:46:26.608570,normal,Rockfall risk is NORMAL (34.5%)
2025-12-17T03:46:31.651072,normal,Rockfall risk is NORMAL (32.8%)
2025-12-17T03:46:36.676245,normal,Rockfall risk is NORMAL (32.9%)
2025-12-17T03:46:41.722457,normal,Rockfall risk is NORMAL (32.9%)
2025-12-17T03:46:46.762809,normal,Rockfall risk is NORMAL (34.0%)
2025-12-17T03:46:51.800803,normal,Rockfall risk is NORMAL (30.7%)
2025-12-17T03:46:56.842892,normal,Rockfall risk is NORMAL (25.8%)
2025-12-17T03:47:01.886137,normal,Rockfall risk is NORMAL (30.4%)
2025-12-17T03:47:06.923403,normal,Rockfall risk is NORMAL (33.2%)
2025-12-17T03:47:11.974552,normal,Rockfall risk is NORMAL (25.5%)
2025-12-17T03:47:17.011743,normal,Rockfall risk is NORMAL (32.0%)
2025-12-17T03:47:22.055214,normal,Rockfall risk is NORMAL (27.2%)
2025-12-17T03:47:27.097854,normal,Rockfall risk is NORMAL (25.2%)
2025-12-17T03:47:32.139801,normal,Rockfall risk is NORMAL (30.5%)
2025-12-17T03:47:37.177801,normal,Rockfall risk is NORMAL (26.0%)
2025-12-17T03:47:42.215032,normal,Rockfall risk is NORMAL (27.8%)
2025-12-17T03:47:47.255898,normal,Rockfall risk is NORMAL (31.7%)
2025-12-17T03:47:52.290041,normal,Rockfall risk is NORMAL (29.2%)
2025-12-17T03:47:57.337380,normal,Rockfall risk is NORMAL (26.0%)
2025-12-17T03:48:02.378313,normal,Rockfall risk is NORMAL (27.5%)
2025-12-17T03:48:07.425994,normal,Rockfall risk is NORMAL (34.4%)
2025-12-17T03:48:12.475921,normal,Rockfall risk is NORMAL (32.9%)
2025-12-17T03:48:17.519103,normal,Rockfall risk is NORMAL (26.8%)
2025-12-17T03:48:22.563613,normal,Rockfall risk is NORMAL (26.7%)
2025-12-17T03:48:27.600957,normal,Rockfall risk is NORMAL (32.5%)
2025-12-17T03:48:32.639614,normal,Rockfall risk is NORMAL (28.9%)
2025-12-17T03:48:37.678182,normal,Rockfall risk is NORMAL (32.7%)
2025-12-17T03:48:42.722767,normal,Rockfall risk is NORMAL (34.5%)
2025-12-17T03:48:47.759531,normal,Rockfall risk is NORMAL (29.1%)
2025-12-17T03:48:52.801297,normal,Rockfall risk is NORMAL (25.2%)
2025-12-17T03:48:57.847535,normal,Rockfall risk is NORMAL (34.2%)
2025-12-17T03:49:02.887178,normal,Rockfall risk is NORMAL (30.2%)
2025-12-17T03:49:07.928766,normal,Rockfall risk is NORMAL (27.2%)
2025-12-17T03:49:12.967464,normal,Rockfall risk is NORMAL (26.2%)
2025-12-17T03:49:18.011215,normal,Rockfall risk is NORMAL (27.9%)
2025-12-17T03:49:23.049373,normal,Rockfall risk is NORMAL (26.0%)
2025-12-17T03:49:28.089819,normal,Rockfall risk is NORMAL (26.7%)
2025-12-17T03:49:33.127568,normal,Rockfall risk is NORMAL (25.2%)
2025-12-17T03:49:38.171880,normal,Rockfall risk is NORMAL (34.5%)
2025-12-17T03:49:43.217063,normal,Rockfall risk is NORMAL (30.4%)
2025-12-17T03:49:48.254578,normal,Rockfall risk is NORMAL (34.7%)
2025-12-17T03:49:53.298154,normal,Rockfall risk is NORMAL (25.6%)
2025-12-17T03:49:58.339486,normal,Rockfall risk is NORMAL (26.4%)
2025-12-17T03:50:03.379587,normal,Rockfall risk is NORMAL (31.4%)
2025-12-17T03:50:08.444140,normal,Rockfall risk is NORMAL (26.6%)
2025-12-17T03:50:13.486762,normal,Rockfall risk is NORMAL (29.7%)
2025-12-17T03:50:18.532071,normal,Rockfall risk is NORMAL (32.8%)
2025-12-17T03:50:23.571615,normal,Rockfall risk is NORMAL (30.4%)
2025-12-17T03:50:28.610679,normal,Rockfall risk is NORMAL (29.0%)
2025-12-17T03:50:33.643353,normal,Rockfall risk is NORMAL (33.0%)
2025-12-17T03:50:38.694112,normal,Rockfall risk is NORMAL (26.6%)
2025-12-17T03:50:43.733336,normal,Rockfall risk is NORMAL (34.1%)
2025-12-17T03:50:48.779279,normal,Rockfall risk is NORMAL (27.8%)
2025-12-17T03:50:53.821843,normal,Rockfall risk is NORMAL (28.4%)
2025-12-17T03:50:58.861994,normal,Rockfall risk is NORMAL (25.6%)
2025-12-17T03:51:03.900899,normal,Rockfall risk is NORMAL (26.7%)
2025-12-17T03:51:08.939069,normal,Rockfall risk is NORMAL (27.6%)
2025-12-17T03:51:13.984139,normal,Rockfall risk is NORMAL (29.2%)
2025-12-17T03:51:19.027278,normal,Rockfall risk is NORMAL (28.6%)
2025-12-17T03:51:24.063147,normal,Rockfall risk is NORMAL (31.7%)
2025-12-17T03:51:29.105101,normal,Rockfall risk is NORMAL (25.3%)
2025-12-17T03:51:34.141376,normal,Rockfall risk is NORMAL (31.6%)
2025-12-17T03:51:39.185124,normal,Rockfall risk is NORMAL (25.4%)
2025-12-17T03:51:44.228205,normal,Rockfall risk is NORMAL (32.3%)
2025-12-17T03:51:49.268430,normal,Rockfall risk is NORMAL (30.4%)
2025-12-17T03:51:54.308547,normal,Rockfall risk is NORMAL (25.2%)
2025-12-17T03:51:59.345020,normal,Rockfall risk is NORMAL (29.5%)
2025-12-17T03:52:04.394144,normal,Rockfall risk is NORMAL (29.3%)
2025-12-17T03:52:09.437189,normal,Rockfall risk is NORMAL (27.9%)
2025-12-17T03:52:14.484035,normal,Rockfall risk is NORMAL (27.4%)
2025-12-17T03:52:19.522829,normal,Rockfall risk is NORMAL (34.4%)
2025-12-17T03:52:24.559737,normal,Rockfall risk is NORMAL (29.7%)
2025-12-17T03:52:29.598003,normal,Rockfall risk is NORMAL (33.6%)
2025-12-17T03:52:34.638809,normal,Rockfall risk is NORMAL (32.2%)
2025-12-17T03:52:39.682980,normal,Rockfall risk is NORMAL (25.9%)
2025-12-17T03:52:44.725113,normal,Rockfall risk is NORMAL (25.6%)
2025-12-17T03:52:49.768060,normal,Rockfall risk is NORMAL (26.7%)
2025-12-17T03:52:54.805683,normal,Rockfall risk is NORMAL (33.9%)
2025-12-17T03:52:59.867461,normal,Rockfall risk is NORMAL (25.7%)
2025-12-17T03:53:04.904486,normal,Rockfall risk is NORMAL (29.0%)
2025-12-17T03:53:09.944468,normal,Rockfall risk is NORMAL (29.1%)
2025-12-17T03:53:14.991122,normal,Rockfall risk is NORMAL (34.0%)
2025-12-17T03:53:20.034268,normal,Rockfall risk is NORMAL (33.5%)
2025-12-17T03:53:25.074776,normal,Rockfall risk is NORMAL (34.0%)
2025-12-17T03:53:30.109585,normal,Rockfall risk is NORMAL (29.0%)
2025-12-17T03:53:35.155904,normal,Rockfall risk is NORMAL (28.5%)
2025-12-17T03:53:40.200881,normal,Rockfall risk is NORMAL (33.3%)
2025-12-17T03:53:45.236840,normal,Rockfall risk is NORMAL (30.3%)
2025-12-17T03:53:50.280810,normal,Rockfall risk is NORMAL (29.6%)
2025-12-17T03:53:55.336169,normal,Rockfall risk is NORMAL (28.0%)
2025-12-17T03:54:00.370354,normal,Rockfall risk is NORMAL (30.1%)
2025-12-17T03:54:05.414214,normal,Rockfall risk is NORMAL (31.7%)
2025-12-17T03:54:10.457488,normal,Rockfall risk is NORMAL (27.6%)
2025-12-17T03:54:15.502893,normal,Rockfall risk is NORMAL (26.2%)
2025-12-17T03:54:20.551278,normal,Rockfall risk is NORMAL (27.6%)
2025-12-17T03:54:25.590794,normal,Rockfall risk is NORMAL (26.2%)
2025-12-17T03:54:30.632257,normal,Rockfall risk is NORMAL (31.5%)
2025-12-17T03:54:35.670164,normal,Rockfall risk is NORMAL (28.1%)
2025-12-17T03:54:40.710002,normal,Rockfall risk is NORMAL (29.1%)
2025-12-17T03:54:45.750642,normal,Rockfall risk is NORMAL (33.5%)
2025-12-17T03:54:50.794792,normal,Rockfall risk is NORMAL (29.5%)
2025-12-17T03:54:55.832431,normal,Rockfall risk is NORMAL (34.0%)
2025-12-17T03:55:00.870443,normal,Rockfall risk is NORMAL (25.1%)
2025-12-17T03:55:05.913056,normal,Rockfall risk is NORMAL (31.1%)
2025-12-17T03:55:10.952626,normal,Rockfall risk is NORMAL (33.5%)
2025-12-17T03:55:16.004604,normal,Rockfall risk is NORMAL (27.2%)
2025-12-17T03:55:21.048613,normal,Rockfall risk is NORMAL (28.2%)
2025-12-17T03:55:26.087514,normal,Rockfall risk is NORMAL (25.6%)
2025-12-17T03:55:31.132513,normal,Rockfall risk is NORMAL (29.4%)
2025-12-17T03:55:36.171682,normal,Rockfall risk is NORMAL (25.4%)
2025-12-17T03:55:41.210975,normal,Rockfall risk is NORMAL (28.6%)
2025-12-17T03:55:46.249314,normal,Rockfall risk is NORMAL (25.9%)
2025-12-17T03:55:51.293119,normal,Rockfall risk is NORMAL (34.6%)
2025-12-17T03:55:56.329802,normal,Rockfall risk is NORMAL (27.5%)
2025-12-17T03:56:01.369550,normal,Rockfall risk is NORMAL (25.7%)
2025-12-17T03:56:06.417996,normal,Rockfall risk is NORMAL (31.0%)
2025-12-17T03:56:11.466202,normal,Rockfall risk is NORMAL (30.6%)
2025-12-17T03:56:16.515451,normal,Rockfall risk is NORMAL (33.2%)
2025-12-17T03:56:21.562884,normal,Rockfall risk is NORMAL (32.3%)
2025-12-17T03:56:26.602391,normal,Rockfall risk is NORMAL (34.4%)
2025-12-17T03:56:31.641425,normal,Rockfall risk is NORMAL (34.9%)
2025-12-17T03:56:36.675203,normal,Rockfall risk is NORMAL (34.9%)
2025-12-17T03:56:41.718299,normal,Rockfall risk is NORMAL (28.6%)
2025-12-17T03:56:46.755969,normal,Rockfall risk is NORMAL (34.3%)
2025-12-17T03:56:51.790590,normal,Rockfall risk is NORMAL (27.3%)
2025-12-17T03:56:58.251624,normal,Rockfall risk is NORMAL (34.1%)
2025-12-17T03:57:03.298086,normal,Rockfall risk is NORMAL (30.8%)
2025-12-17T03:57:08.338440,normal,Rockfall risk is NORMAL (33.4%)
2025-12-17T03:57:13.374094,normal,Rockfall risk is NORMAL (28.5%)
2025-12-17T03:57:18.421157,normal,Rockfall risk is NORMAL (25.0%)
2025-12-17T03:57:23.476694,normal,Rockfall risk is NORMAL (27.3%)
2025-12-17T03:57:28.519384,normal,Rockfall risk is NORMAL (26.7%)
2025-12-17T03:57:33.556150,normal,Rockfall risk is NORMAL (29.8%)
2025-12-17T03:57:38.603274,normal,Rockfall risk is NORMAL (34.5%)
2025-12-17T03:57:43.662041,normal,Rockfall risk is NORMAL (28.1%)
2025-12-17T03:57:48.699232,normal,Rockfall risk is NORMAL (34.6%)
2025-12-17T03:57:53.735148,normal,Rockfall risk is NORMAL (33.4%)
2025-12-17T03:57:58.771637,normal,Rockfall risk is NORMAL (29.6%)
2025-12-17T03:58:03.804744,normal,Rockfall risk is NORMAL (29.7%)
2025-12-17T03:58:08.850212,normal,Rockfall risk is NORMAL (26.8%)
2025-12-17T03:58:13.891095,normal,Rockfall risk is NORMAL (33.3%)
2025-12-17T03:58:18.940246,normal,Rockfall risk is NORMAL (27.9%)
2025-12-17T03:58:23.983565,normal,Rockfall risk is NORMAL (32.4%)
2025-12-17T03:58:29.023287,normal,Rockfall risk is NORMAL (30.1%)
2025-12-17T03:58:34.068549,normal,Rockfall risk is NORMAL (25.2%)
2025-12-17T03:58:39.110785,normal,Rockfall risk is NORMAL (30.1%)
2025-12-17T03:58:44.148527,normal,Rockfall risk is NORMAL (27.8%)
2025-12-17T03:58:49.189178,normal,Rockfall risk is NORMAL (27.5%)
2025-12-17T03:58:54.228671,normal,Rockfall risk is NORMAL (30.5%)
2025-12-17T03:58:59.263692,normal,Rockfall risk is NORMAL (31.3%)
2025-12-17T03:59:04.300469,normal,Rockfall risk is NORMAL (30.2%)
2025-12-17T03:59:09.336749,normal,Rockfall risk is NORMAL (25.7%)
2025-12-17T03:59:14.937935,normal,Rockfall risk is NORMAL (33.9%)
2025-12-17T03:59:19.986920,normal,Rockfall risk is NORMAL (30.0%)
2025-12-17T03:59:25.036085,normal,Rockfall risk is NORMAL (28.3%)
2025-12-17T03:59:30.076834,normal,Rockfall risk is NORMAL (30.3%)
2025-12-17T03:59:35.120091,normal,Rockfall risk is NORMAL (26.0%)
2025-12-17T03:59:40.164504,normal,Rockfall risk is NORMAL (32.8%)
2025-12-17T03:59:45.207381,normal,Rockfall risk is NORMAL (27.4%)
2025-12-17T03:59:50.246865,normal,Rockfall risk is NORMAL (25.6%)
2025-12-17T03:59:55.289026,normal,Rockfall risk is NORMAL (31.6%)
2025-12-17T04:00:00.327184,normal,Rockfall risk is NORMAL (30.7%)
2025-12-17T04:00:05.372349,normal,Rockfall risk is NORMAL (34.5%)
2025-12-17T04:00:10.419587,normal,Rockfall risk is NORMAL (26.8%)
2025-12-17T04:00:15.460569,normal,Rockfall risk is NORMAL (33.3%)
2025-12-17T04:00:20.509212,normal,Rockfall risk is NORMAL (31.2%)
2025-12-17T04:00:25.548255,normal,Rockfall risk is NORMAL (32.0%)
2025-12-17T04:00:30.586834,normal,Rockfall risk is NORMAL (27.1%)
2025-12-17T04:00:35.634801,normal,Rockfall risk is NORMAL (31.3%)
2025-12-17T04:00:40.680904,normal,Rockfall risk is NORMAL (29.8%)
2025-12-17T04:00:45.725123,normal,Rockfall risk is NORMAL (32.9%)
2025-12-17T04:00:50.766077,normal,Rockfall risk is NORMAL (34.8%)
2025-12-17T04:00:55.811418,normal,Rockfall risk is NORMAL (34.9%)
2025-12-17T04:01:00.858404,normal,Rockfall risk is NORMAL (30.9%)
2025-12-17T04:01:05.904909,normal,Rockfall risk is NORMAL (29.4%)
2025-12-17T04:01:10.945536,normal,Rockfall risk is NORMAL (33.6%)
2025-12-17T04:01:15.989699,normal,Rockfall risk is NORMAL (26.9%)
2025-12-17T04:01:21.038073,normal,Rockfall risk is NORMAL (32.2%)
2025-12-17T04:01:26.077290,normal,Rockfall risk is NORMAL (25.1%)
2025-12-17T04:01:31.113956,normal,Rockfall risk is NORMAL (26.4%)
2025-12-17T04:01:36.153937,normal,Rockfall risk is NORMAL (29.6%)
2025-12-17T04:01:41.190580,normal,Rockfall risk is NORMAL (33.9%)
2025-12-17T04:01:46.222664,normal,Rockfall risk is NORMAL (33.8%)
2025-12-17T04:01:51.261500,normal,Rockfall risk is NORMAL (34.4%)
2025-12-17T04:01:56.301825,normal,Rockfall risk is NORMAL (26.1%)
2025-12-17T04:02:01.349041,normal,Rockfall risk is NORMAL (34.7%)
2025-12-17T04:02:06.388869,normal,Rockfall risk is NORMAL (32.6%)
2025-12-17T04:02:11.424756,normal,Rockfall risk is NORMAL (28.9%)
2025-12-17T04:02:16.464538,normal,Rockfall risk is NORMAL (27.0%)
2025-12-17T04:02:21.509818,normal,Rockfall risk is NORMAL (33.9%)
2025-12-17T04:02:26.551151,normal,Rockfall risk is NORMAL (26.0%)
2025-12-17T04:02:31.593977,normal,Rockfall risk is NORMAL (26.3%)
2025-12-17T04:02:36.634160,normal,Rockfall risk is NORMAL (29.7%)
2025-12-17T04:02:41.675452,normal,Rockfall risk is NORMAL (33.1%)
2025-12-17T04:02:46.721728,normal,Rockfall risk is NORMAL (29.8%)
2025-12-17T04:02:51.756365,normal,Rockfall risk is NORMAL (31.0%)
2025-12-17T04:02:56.793423,normal,Rockfall risk is NORMAL (27.1%)
2025-12-17T04:03:01.830712,normal,Rockfall risk is NORMAL (32.1%)
2025-12-17T04:03:06.865510,normal,Rockfall risk is NORMAL (33.1%)
2025-12-17T04:03:11.912267,normal,Rockfall risk is NORMAL (25.7%)
2025-12-17T04:03:16.945815,normal,Rockfall risk is NORMAL (29.7%)
2025-12-17T04:03:21.999165,normal,Rockfall risk is NORMAL (27.9%)
2025-12-17T04:03:27.039742,normal,Rockfall risk is NORMAL (32.7%)
2025-12-17T04:03:32.080397,normal,Rockfall risk is NORMAL (27.6%)
2025-12-17T04:03:37.121843,normal,Rockfall risk is NORMAL (26.7%)
2025-12-17T04:03:42.160583,normal,Rockfall risk is NORMAL (33.7%)
2025-12-17T04:03:47.197279,normal,Rockfall risk is NORMAL (31.8%)
2025-12-17T04:03:52.236040,normal,Rockfall risk is NORMAL (25.0%)
2025-12-17T04:03:57.282828,normal,Rockfall risk is NORMAL (31.2%)
2025-12-17T04:04:02.317049,normal,Rockfall risk is NORMAL (28.5%)
2025-12-17T04:04:07.353920,normal,Rockfall risk is NORMAL (30.1%)
2025-12-17T04:04:12.393516,normal,Rockfall risk is NORMAL (32.3%)
2025-12-17T04:04:17.428767,normal,Rockfall risk is NORMAL (33.7%)
2025-12-17T04:04:22.474214,normal,Rockfall risk is NORMAL (34.3%)
2025-12-17T04:04:27.511941,normal,Rockfall risk is NORMAL (31.5%)
2025-12-17T04:04:32.557491,normal,Rockfall risk is NORMAL (30.0%)
2025-12-17T04:04:37.608628,normal,Rockfall risk is NORMAL (29.3%)
2025-12-17T04:04:42.650924,normal,Rockfall risk is NORMAL (34.9%)
2025-12-17T04:04:47.690205,normal,Rockfall risk is NORMAL (30.6%)
2025-12-17T04:04:52.730621,normal,Rockfall risk is NORMAL (30.9%)
2025-12-17T04:04:57.776276,normal,Rockfall risk is NORMAL (25.2%)
2025-12-17T04:05:02.819765,normal,Rockfall risk is NORMAL (33.8%)
2025-12-17T04:05:07.865235,normal,Rockfall risk is NORMAL (27.4%)
2025-12-17T04:05:12.903446,normal,Rockfall risk is NORMAL (30.8%)
2025-12-17T04:05:17.940148,normal,Rockfall risk is NORMAL (34.2%)
2025-12-17T04:05:22.982631,normal,Rockfall risk is NORMAL (33.2%)
2025-12-17T04:05:28.022005,normal,Rockfall risk is NORMAL (31.2%)
2025-12-17T04:05:33.058418,normal,Rockfall risk is NORMAL (34.1%)
2025-12-17T04:05:38.098767,normal,Rockfall risk is NORMAL (34.9%)
